"id","Line_raw","Line","Character_raw","Character","Setting"
"id0553","Is that what they say?","Is that what they say?","SOPHIE","SOPHIE","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0554","Joker just nods yes and walks back toward his mother's apartment.","Joker just nods yes and walks back toward his mother's apartment.","CONTEXT","CONTEXT","INT. HALLWAY, APARTMENT BUILDING - CONTINUOUS"
"id0555","JOKER SITS ACROSS from the same Social Worker from the opening scene. Same depressing office.","JOKER SITS ACROSS from the same Social Worker from the opening scene. Same depressing office.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0556","She stares at him for a beat, clearly annoyed.","She stares at him for a beat, clearly annoyed.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0557","We spoke about this last time, Arthur. You're supposed to bring your journal with you.","We spoke about this last time, Arthur. You're supposed to bring your journal with you.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0558","Well I didn't think you were going to read it.","Well I didn't think you were going to read it.","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0559","You said it didn't bother you.","You said it didn't bother you.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0560","I lied. Everything bothers me.","I lied. Everything bothers me.","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0561","What about it bothered you?","What about it bothered you?","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0562","It's personal. It's my private thoughts. Plus it contains original comedy material that I don't feel comfortable handing over to you.","It's personal. It's my private thoughts. Plus it contains original comedy material that I don't feel comfortable handing over to you.","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0563","She looks at him and shakes her head. Not in the mood to deal with this.","She looks at him and shakes her head. Not in the mood to deal with this.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0564","Arthur, I have some bad news for you.","Arthur, I have some bad news for you.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0565","He looks up, intrigued.","He looks up, intrigued.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0566","They've cut our funding. We're closing down our offices next week.","They've cut our funding. We're closing down our offices next week.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0567","He looks around, just noticing some MOVING BOXES stacked against the wall.","He looks around, just noticing some MOVING BOXES stacked against the wall.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0568","So where will we be meeting?","So where will we be meeting?","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0569","We won't be. The city's cut funding across the board. Social services is part of that.","We won't be. The city's cut funding across the board. Social services is part of that.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0570","Joker nods, not hating the idea.","Joker nods, not hating the idea.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0571","Okay.","Okay.","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0572","They don't give a shit about people like you, Arthur. You don't have a voice and they don't really care what happens to you or to us for that matter.","They don't give a shit about people like you, Arthur. You don't have a voice and they don't really care what happens to you or to us for that matter.","SOCIAL WORKER","SOCIAL WORKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0573","He sits there for a moment. And then it dawns on him--","He sits there for a moment. And then it dawns on him--","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0574","How am I gonna get my medication?","How am I gonna get my medication?","JOKER","JOKER","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0575","Beat.","Beat.","CONTEXT","CONTEXT","INT. DEPT. OF HEALTH, OFFICE - MORNING"
"id0576","CLOSE ON A COUPLE OF PILLS, as they get crushed up.","CLOSE ON A COUPLE OF PILLS, as they get crushed up.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, KITCHEN - MORNING"
"id0577","CLOSE ON THE RESIDUE, as it's sprinkled on top of a bowl of oatmeal.","CLOSE ON THE RESIDUE, as it's sprinkled on top of a bowl of oatmeal.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, KITCHEN - MORNING"
"id0578","Happy! Come in here. Thomas Wayne is on TV.","Happy! Come in here. Thomas Wayne is on TV.","MOM (OS)","MOM","INT. MOM'S APARTMENT, KITCHEN - MORNING"
"id0579","Joker takes a couple of pills for himself. Looks inside. Not many left. He looks over at the orange cat sitting on the counter, purring loudly, watching him.","Joker takes a couple of pills for himself. Looks inside. Not many left. He looks over at the orange cat sitting on the counter, purring loudly, watching him.","CONTEXT","CONTEXT","INT. MOM'S APARTMENT, KITCHEN - MORNING"
"id0580","Quick! Come.","Quick! Come.","MOM (OS)","MOM","INT. MOM'S APARTMENT, KITCHEN - MORNING"
"id0581","Joker walks in carrying her breakfast. She waves him over to her bed.","Joker walks in carrying her breakfast. She waves him over to her bed.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0582","They're interviewing him about those horrible murders on the subway last week.","They're interviewing him about those horrible murders on the subway last week.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0583","Why are they talking to him?","Why are they talking to him?","JOKER","JOKER","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0584","His mother shushes him. Joker sits on the end of the bed next to her. It's one of those ""Good Morning, Gotham"" shows.","His mother shushes him. Joker sits on the end of the bed next to her. It's one of those ""Good Morning, Gotham"" shows.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0585","--as you know, Jerry, all three of them worked at Wayne Investments, and they were the best of the best. Solid young men.","--as you know, Jerry, all three of them worked at Wayne Investments, and they were the best of the best. Solid young men.","THOMAS WAYNE (ON TV)","THOMAS WAYNE","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0586","A small smirk registers on Joker's face when photos of the THREE WALL STREET GUYS come up on the screen.","A small smirk registers on Joker's face when photos of the THREE WALL STREET GUYS come up on the screen.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0587","And while I didn't know them personally, like all Wayne employees, past and present, they were family.","And while I didn't know them personally, like all Wayne employees, past and present, they were family.","THOMAS WAYNE (ON TV)","THOMAS WAYNE","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0588","Joker's mom perks up at that--","Joker's mom perks up at that--","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0589","You hear that! I told you. We're family.","You hear that! I told you. We're family.","MOM","MOM","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0590","ANGLE ON TELEVISION, footage of GRAFFITI around the city. ""KILL THE RICH"" spray painted on a storefront. ""FUCK WALL STREET"" written on a subway wall. ""RESIST"" scrawled across a billboard.","ANGLE ON TELEVISION, footage of GRAFFITI around the city. ""KILL THE RICH"" spray painted on a storefront. ""FUCK WALL STREET"" written on a subway wall. ""RESIST"" scrawled across a billboard.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0591","There now seems to be a groundswell of anti-rich sentiment in the city. It's almost as if our less fortunate residents have taken the side of the killer.","There now seems to be a groundswell of anti-rich sentiment in the city. It's almost as if our less fortunate residents have taken the side of the killer.","""GOOD MORNING"" HOST (ON TV)","""GOOD MORNING"" HOST","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0592","Yes and it's a shame. It's one of the reasons I'm considering a run for mayor. Gotham has lost its way.","Yes and it's a shame. It's one of the reasons I'm considering a run for mayor. Gotham has lost its way.","THOMAS WAYNE (ON TV)","THOMAS WAYNE","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0593","Are you announcing your candidacy?","Are you announcing your candidacy?","""GOOD MORNING"" HOST (ON TV)","""GOOD MORNING"" HOST","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0594","(smiles) No comment.","No comment.","THOMAS WAYNE (ON TV)","THOMAS WAYNE","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0595","We hear his mother gasp, excited.","We hear his mother gasp, excited.","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0596","What about the eyewitness report of the suspect being a man in clown make-up or a clown mask-- Care to comment on that?","What about the eyewitness report of the suspect being a man in clown make-up or a clown mask-- Care to comment on that?","""GOOD MORNING"" HOST (ON TV)","""GOOD MORNING"" HOST","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0597","Joker leans in, intrigued. The camera zooms in closer to Thomas Wayne on the screen...","Joker leans in, intrigued. The camera zooms in closer to Thomas Wayne on the screen...","CONTEXT","CONTEXT","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0598","It makes total sense to me. What kind of coward would do something that cold-blooded? Someone who hides behind a mask. Someone who's envious of those more fortunate than themselves, yet too scared to show their own face. (to camera) And until that jealousy ends, those of us who've made a good life for ourselves will always look at those who haven't as nothing but clowns.","It makes total sense to me. What kind of coward would do something that cold-blooded? Someone who hides behind a mask. Someone who's envious of those more fortunate than themselves, yet too scared to show their own face. And until that jealousy ends, those of us who've made a good life for ourselves will always look at those who haven't as nothing but clowns.","THOMAS WAYNE (ON TV)","THOMAS WAYNE","INT. MOM'S BEDROOM, APARTMENT - CONTINUOUS"
"id0599","JOKER'S POV, slowly walking down the hall -- as if in slow motion -- toward a curtain at the end, spotlight bleeding through, other wannabe comics looking at him as he passes--","JOKER'S POV, slowly walking down the hall -- as if in slow motion -- toward a curtain at the end, spotlight bleeding through, other wannabe comics looking at him as he passes--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0600","CLOSE ON JOKER, eyeing the others, sweat beading on his forehead--","CLOSE ON JOKER, eyeing the others, sweat beading on his forehead--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0601","He gets to the curtain, the light, pulls his worn joke- notebook out of his back pocket. Glancing into the room he sees it's a pretty good crowd. Sees Sophie taking a seat in the back.","He gets to the curtain, the light, pulls his worn joke- notebook out of his back pocket. Glancing into the room he sees it's a pretty good crowd. Sees Sophie taking a seat in the back.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0602","Wheeling back into the dark hallway, he catches his breath in the shadows--","Wheeling back into the dark hallway, he catches his breath in the shadows--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0603","And starts BANGING HIS HEAD BACK against the wall--","And starts BANGING HIS HEAD BACK against the wall--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0604","He hears the EMCEE from the stage.","He hears the EMCEE from the stage.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0605","This next comic describes himself as a lifelong Gotham resident who from a young age was always told that ""his purpose in life was to bring joy and laughter into this cold, dark world."" Ummm. Okay.","This next comic describes himself as a lifelong Gotham resident who from a young age was always told that ""his purpose in life was to bring joy and laughter into this cold, dark world."" Ummm. Okay.","EMCEE (OS)","EMCEE","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0606","He hears the crowd laugh.","He hears the crowd laugh.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0607","Please help me welcome Arthur Fleck!","Please help me welcome Arthur Fleck!","EMCEE (OS)","EMCEE","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0608","There is a smattering of applause.","There is a smattering of applause.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0609","JOKER STEPPING ON STAGE, out under the spotlight, lifts the microphone in front of his mouth, the light so bright he can't see faces in the dark audience, his hand trembling holding onto his worn notebook--","JOKER STEPPING ON STAGE, out under the spotlight, lifts the microphone in front of his mouth, the light so bright he can't see faces in the dark audience, his hand trembling holding onto his worn notebook--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0610","He takes a deep breath, looks out at the dark crowd, and opens his mouth.","He takes a deep breath, looks out at the dark crowd, and opens his mouth.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0611","And starts to laugh. His eyes go wide. God no, not now. A terrified look comes to his face under the laughter. He just keeps laughing. The crowd is just staring back at him.","And starts to laugh. His eyes go wide. God no, not now. A terrified look comes to his face under the laughter. He just keeps laughing. The crowd is just staring back at him.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0612","Finally he composes himself--","Finally he composes himself--","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0613","(trying to stop himself from laughing) -- good evening, hello. (deep breath; trying to stop laughing) Good to be here. (keeps cracking up) I, I hated school as a kid. But my mother would always say,-- (bad imitation of his mom, still laughing) ""You should enjoy it. One day you'll have to work for a living."" (laughs) ""No I won't, Ma. I'm gonna be a comedian!""","-- good evening, hello. Good to be here. I, I hated school as a kid. But my mother would always say,-- ""You should enjoy it. One day you'll have to work for a living."" ""No I won't, Ma. I'm gonna be a comedian!""","JOKER","JOKER","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
"id0614","Dead silence. Except for Joker, who's still cracking up.","Dead silence. Except for Joker, who's still cracking up.","CONTEXT","CONTEXT","INT. COMEDY CLUB, BACKSTAGE HALLWAY - NIGHT"
